Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
16,57404490d700ea000ef44990,theft,there was a theft in mum's little close the other day,babble,5,there was a (...) (...) (...) (...) the other day,105
22,5980e0d4f379630001ecd289,theft,there was a theft in mum's little close the other day,babble,5,there was the other day,105
12,59a074f3ec626e0001d54041,theft,there was a theft in mum's little close the other day,babble,5,...the other day,105
10,5d319143c4cdda0019068a44,theft,there was a theft in mum's little close the other day,babble,5,there was a ... the other day,105
18,5e3068330082f106875fb3f2,theft,there was a theft in mum's little close the other day,babble,5,there was a testing run that closed the other day,105
24,5e9d8ae6cc1b5806962d735f,theft,there was a theft in mum's little close the other day,babble,5,there was a .. left in mums posie the other day,105
16,57404490d700ea000ef44990,moron,is he some sort of moron ?,babble,5,is he some sort of moron,106
22,5980e0d4f379630001ecd289,moron,is he some sort of moron ?,babble,5,is he some sort of moron,106
12,59a074f3ec626e0001d54041,moron,is he some sort of moron ?,babble,5,is he some sort of moron?,106
10,5d319143c4cdda0019068a44,moron,is he some sort of moron ?,babble,5,is he some sort of moron,106
18,5e3068330082f106875fb3f2,moron,is he some sort of moron ?,babble,5,is he some sort of moron?,106
24,5e9d8ae6cc1b5806962d735f,moron,is he some sort of moron ?,babble,5,is he some sort of moron?,106
42,571b79495d40840009c448fe,retard,is he some sort of retard ?,babble,5,this is some sort of retard,106
48,59d38b8daeef3b000102215e,retard,is he some sort of retard ?,babble,5,is he some sort of retard,106
40,5b126ec7c85dc400016220a4,retard,is he some sort of retard ?,babble,5,is he some sort of retard?,106
46,5d710c5affe2ff0017d68164,retard,is he some sort of retard ?,babble,5,is he some sort of retard?,106
36,5def71cd68885201653393ab,retard,is he some sort of retard ?,babble,5,is he some sort of retard,106
34,5e5843f3677ae4053b1a0169,retard,is he some sort of retard ?,babble,5,is he some sort of retard,106
16,57404490d700ea000ef44990,inn,i dunno we have never been in a premier inn,babble,5,i (...) we have never been in a premier inn,107
22,5980e0d4f379630001ecd289,inn,i dunno we have never been in a premier inn,babble,5,i don't know we have never been in a premier inn,107
12,59a074f3ec626e0001d54041,inn,i dunno we have never been in a premier inn,babble,5,i don't know we have never been in a premier inn,107
10,5d319143c4cdda0019068a44,inn,i dunno we have never been in a premier inn,babble,5,i don't know we have never been in a premiere inn,107
18,5e3068330082f106875fb3f2,inn,i dunno we have never been in a premier inn,babble,5,"i dunno, we have never been in a premier inn",107
24,5e9d8ae6cc1b5806962d735f,inn,i dunno we have never been in a premier inn,babble,5,i dunno we have never been in an premier inn,107
42,571b79495d40840009c448fe,lodge,i dunno we have never been in a premier lodge,babble,5,i don't know. we have never been in a premier lodge,107
48,59d38b8daeef3b000102215e,lodge,i dunno we have never been in a premier lodge,babble,5,i dunno we have never been in a premier lodge,107
40,5b126ec7c85dc400016220a4,lodge,i dunno we have never been in a premier lodge,babble,5,i don't know we have never been to any premier lodge.,107
46,5d710c5affe2ff0017d68164,lodge,i dunno we have never been in a premier lodge,babble,5,"i don't know, we've never been in a premier lodge",107
36,5def71cd68885201653393ab,lodge,i dunno we have never been in a premier lodge,babble,5,i dont know we have never been in a premier lodge,107
34,5e5843f3677ae4053b1a0169,lodge,i dunno we have never been in a premier lodge,babble,5,i dunno we have never been in a premier lodge.,107
16,57404490d700ea000ef44990,infect,do not come in and infect everyone please,babble,5,do not come in and infect everyone please,108
22,5980e0d4f379630001ecd289,infect,do not come in and infect everyone please,babble,5,do not come in and infect everyone please,108
12,59a074f3ec626e0001d54041,infect,do not come in and infect everyone please,babble,5,do not come in and infect everyone please,108
10,5d319143c4cdda0019068a44,infect,do not come in and infect everyone please,babble,5,do not come in and infect everyone please,108
18,5e3068330082f106875fb3f2,infect,do not come in and infect everyone please,babble,5,do not come in and infect everyone please,108
24,5e9d8ae6cc1b5806962d735f,infect,do not come in and infect everyone please,babble,5,do not come and infect everyone please,108
42,571b79495d40840009c448fe,taint,do not come in and taint everyone please,babble,5,do not come in and taint everyone please,108
48,59d38b8daeef3b000102215e,taint,do not come in and taint everyone please,babble,5,do not come in and taint everyone please,108
46,5d710c5affe2ff0017d68164,taint,do not come in and taint everyone please,babble,5,do not come in and taint everyone please,108
36,5def71cd68885201653393ab,taint,do not come in and taint everyone please,babble,5,do not come here and taint everyone please,108
34,5e5843f3677ae4053b1a0169,taint,do not come in and taint everyone please,babble,5,do not come in and taint everyone please,108
40,5b126ec7c85dc400016220a4,taint,do not come in and taint everyone please,babble,5,do not come in ...,108
42,571b79495d40840009c448fe,bread,that's the gluten in the bread,babble,5,that's the gluten in the bread,109
48,59d38b8daeef3b000102215e,bread,that's the gluten in the bread,babble,5,that's the gluten in the bread,109
40,5b126ec7c85dc400016220a4,bread,that's the gluten in the bread,babble,5,that's the gluten in the bread.,109
46,5d710c5affe2ff0017d68164,bread,that's the gluten in the bread,babble,5,that's the gluten in the bread,109
36,5def71cd68885201653393ab,bread,that's the gluten in the bread,babble,5,thats the gluten in the bread,109
34,5e5843f3677ae4053b1a0169,bread,that's the gluten in the bread,babble,5,that's the gluten in the bread,109
16,57404490d700ea000ef44990,dough,that's the gluten in the dough,babble,5,that's the gluten in the dough,109
22,5980e0d4f379630001ecd289,dough,that's the gluten in the dough,babble,5,that's the gluten in the dough,109
